CODEPAGE 1361           ;Korean - Johab

CPINFO 2 0x3f 0x003f    ;DBCS CP;Default Char = Question Mark

MBTABLE	143

0x00	0x0000	;Null
0xce	0xb3ed	;ïŒ Hangul Tikeut-Wa-RieulThieuth
0xcf	0xb3ee	;ïœ Hangul Tikeut-Wa-RieulPhieuph
0xd0	0xb3ef	;ï– Hangul Tikeut-Wa-RieulHieuh
0xd1	0xb3f0	;ï— Hangul Tikeut-Wa-Mieum
0xd3	0xb3f1	;ï” Hangul Tikeut-Wa-Pieup
0xd4	0xb3f2	;ï‘ Hangul Tikeut-Wa-PieupSios
0xd5	0xb3f3	;ï’ Hangul Tikeut-Wa-Sios
0xd6	0xb3f4	;ï÷ Hangul Tikeut-Wa-Ssangsios
0xd7	0xb3f5	;ï◊ Hangul Tikeut-Wa-Ieung
0xd8	0xb3f6	;ïÿ Hangul Tikeut-Wa-Cieuc
0xd9	0xb3f7	;ïŸ Hangul Tikeut-Wa-Chieuch
0xda	0xb3f8	;ï⁄ Hangul Tikeut-Wa-Khieukh
0xdb	0xb3f9	;ï€ Hangul Tikeut-Wa-Thieuth
0xdc	0xb3fa	;ï‹ Hangul Tikeut-Wa-Phieuph
0xdd	0xb3fb	;ï› Hangul Tikeut-Wa-Hieuh
0xe1	0xb3fc	;ï· Hangul Tikeut-Wae
0xe2	0xb3fd	;ï‚ Hangul Tikeut-Wae-Kiyeok
0xe3	0xb3fe	;ï„ Hangul Tikeut-Wae-SsangKiyeok
0xe4	0xb3ff	;ï‰ Hangul Tikeut-Wae-KiyeokSios
0xe5	0xb400	;ïÂ Hangul Tikeut-Wae-Nieun
0xe6	0xb401	;ïÊ Hangul Tikeut-Wae-NieunCieuc
0xe7	0xb402	;ïÁ Hangul Tikeut-Wae-NieunHieuh
0xe8	0xb403	;ïË Hangul Tikeut-Wae-Tikeut
0xe9	0xb404	;ïÈ Hangul Tikeut-Wae-Rieul
0xea	0xb405	;ïÍ Hangul Tikeut-Wae-RieulKiyeok
0xeb	0xb406	;ïÎ Hangul Tikeut-Wae-RieulMieum
0xec	0xb407	;ïÏ Hangul Tikeut-Wae-RieulPieup
0xed	0xb408	;ïÌ Hangul Tikeut-Wae-RieulSios
0xee	0xb409	;ïÓ Hangul Tikeut-Wae-RieulThieuth
0xef	0xb40a	;ïÔ Hangul Tikeut-Wae-RieulPhieuph
0xf0	0xb40b	;ï Hangul Tikeut-Wae-RieulHieuh
0xf1	0xb40c	;ïÒ Hangul Tikeut-Wae-Mieum
0xf3	0xb40d	;ïÛ Hangul Tikeut-Wae-Pieup
0xf4	0xb40e	;ïÙ Hangul Tikeut-Wae-PieupSios
0xf5	0xb40f	;ïı Hangul Tikeut-Wae-Sios
0xf6	0xb410	;ïˆ Hangul Tikeut-Wae-Ssangsios
0xf7	0xb411	;ï˜ Hangul Tikeut-Wae-Ieung
0xf8	0xb412	;ï¯ Hangul Tikeut-Wae-Cieuc
0xf9	0xb413	;ï˘ Hangul Tikeut-Wae-Chieuch
0xfa	0xb414	;ï˙ Hangul Tikeut-Wae-Khieukh
0xfb	0xb415	;ï˚ Hangul Tikeut-Wae-Thieuth
0xfc	0xb416	;ï¸ Hangul Tikeut-Wae-Phieuph
0xfd	0xb417	;ï˝ Hangul Tikeut-Wae-Hieuh

DBCSTABLE 168           ;LeadByte = 0x96

0x41	0xb418	;ñA Hangul Tikeut-Oe
0x42	0xb419	;ñB Hangul Tikeut-Oe-Kiyeok
0x43	0xb41a	;ñC Hangul Tikeut-Oe-SsangKiyeok
0x44	0xb41b	;ñD Hangul Tikeut-Oe-KiyeokSios
0x45	0xb41c	;ñE Hangul Tikeut-Oe-Nieun
0x46	0xb41d	;ñF Hangul Tikeut-Oe-NieunCieuc
0x47	0xb41e	;ñG Hangul Tikeut-Oe-NieunHieuh
0x48	0xb41f	;ñH Hangul Tikeut-Oe-Tikeut
0x49	0xb420	;ñI Hangul Tikeut-Oe-Rieul
0x4a	0xb421	;ñJ Hangul Tikeut-Oe-RieulKiyeok
0x4b	0xb422	;ñK Hangul Tikeut-Oe-RieulMieum
0x4c	0xb423	;ñL Hangul Tikeut-Oe-RieulPieup
0x4d	0xb424	;ñM Hangul Tikeut-Oe-RieulSios
0x4e	0xb425	;ñN Hangul Tikeut-Oe-RieulThieuth
0x4f	0xb426	;ñO Hangul Tikeut-Oe-RieulPhieuph
0x50	0xb427	;ñP Hangul Tikeut-Oe-RieulHieuh
0x51	0xb428	;ñQ Hangul Tikeut-Oe-Mieum
0x53	0xb429	;ñS Hangul Tikeut-Oe-Pieup
0x54	0xb42a	;ñT Hangul Tikeut-Oe-PieupSios
0x55	0xb42b	;ñU Hangul Tikeut-Oe-Sios
0x56	0xb42c	;ñV Hangul Tikeut-Oe-Ssangsios
0x57	0xb42d	;ñW Hangul Tikeut-Oe-Ieung
0x58	0xb42e	;ñX Hangul Tikeut-Oe-Cieuc
0x59	0xb42f	;ñY Hangul Tikeut-Oe-Chieuch
0x5a	0xb430	;ñZ Hangul Tikeut-Oe-Khieukh
0x5b	0xb431	;ñ[ Hangul Tikeut-Oe-Thieuth
0x5c	0xb432	;ñ\ Hangul Tikeut-Oe-Phieuph
0x5d	0xb433	;ñ] Hangul Tikeut-Oe-Hieuh
0x61	0xb434	;ña Hangul Tikeut-Yo
0x62	0xb435	;ñb Hangul Tikeut-Yo-Kiyeok
0x63	0xb436	;ñc Hangul Tikeut-Yo-SsangKiyeok
0x64	0xb437	;ñd Hangul Tikeut-Yo-KiyeokSios
0x65	0xb438	;ñe Hangul Tikeut-Yo-Nieun
0x66	0xb439	;ñf Hangul Tikeut-Yo-NieunCieuc
0x67	0xb43a	;ñg Hangul Tikeut-Yo-NieunHieuh
0x68	0xb43b	;ñh Hangul Tikeut-Yo-Tikeut
0x69	0xb43c	;ñi Hangul Tikeut-Yo-Rieul
0x6a	0xb43d	;ñj Hangul Tikeut-Yo-RieulKiyeok
0x6b	0xb43e	;ñk Hangul Tikeut-Yo-RieulMieum
0x6c	0xb43f	;ñl Hangul Tikeut-Yo-RieulPieup
0x6d	0xb440	;ñm Hangul Tikeut-Yo-RieulSios
0x6e	0xb441	;ñn Hangul Tikeut-Yo-RieulThieuth
0x6f	0xb442	;ño Hangul Tikeut-Yo-RieulPhieuph
0x70	0xb443	;ñp Hangul Tikeut-Yo-RieulHieuh
0x71	0xb444	;ñq Hangul Tikeut-Yo-Mieum
0x73	0xb445	;ñs Hangul Tikeut-Yo-Pieup
0x74	0xb446	;ñt Hangul Tikeut-Yo-PieupSios
0x75	0xb447	;ñu Hangul Tikeut-Yo-Sios
0x76	0xb448	;ñv Hangul Tikeut-Yo-Ssangsios
0x77	0xb449	;ñw Hangul Tikeut-Yo-Ieung
0x78	0xb44a	;ñx Hangul Tikeut-Yo-Cieuc
0x79	0xb44b	;ñy Hangul Tikeut-Yo-Chieuch
0x7a	0xb44c	;ñz Hangul Tikeut-Yo-Khieukh
0x7b	0xb44d	;ñ{ Hangul Tikeut-Yo-Thieuth
0x7c	0xb44e	;ñ| Hangul Tikeut-Yo-Phieuph
0x7d	0xb44f	;ñ} Hangul Tikeut-Yo-Hieuh
0x81	0xb450	;ñÅ Hangul Tikeut-U
0x82	0xb451	;ñÇ Hangul Tikeut-U-Kiyeok
0x83	0xb452	;ñÉ Hangul Tikeut-U-SsangKiyeok
0x84	0xb453	;ñÑ Hangul Tikeut-U-KiyeokSios
0x85	0xb454	;ñÖ Hangul Tikeut-U-Nieun
0x86	0xb455	;ñÜ Hangul Tikeut-U-NieunCieuc
0x87	0xb456	;ñá Hangul Tikeut-U-NieunHieuh
0x88	0xb457	;ñà Hangul Tikeut-U-Tikeut
0x89	0xb458	;ñâ Hangul Tikeut-U-Rieul
0x8a	0xb459	;ñä Hangul Tikeut-U-RieulKiyeok
0x8b	0xb45a	;ñã Hangul Tikeut-U-RieulMieum
0x8c	0xb45b	;ñå Hangul Tikeut-U-RieulPieup
0x8d	0xb45c	;ñç Hangul Tikeut-U-RieulSios
0x8e	0xb45d	;ñé Hangul Tikeut-U-RieulThieuth
0x8f	0xb45e	;ñè Hangul Tikeut-U-RieulPhieuph
0x90	0xb45f	;ñê Hangul Tikeut-U-RieulHieuh
0x91	0xb460	;ñë Hangul Tikeut-U-Mieum
0x93	0xb461	;ñì Hangul Tikeut-U-Pieup
0x94	0xb462	;ñî Hangul Tikeut-U-PieupSios
0x95	0xb463	;ñï Hangul Tikeut-U-Sios
0x96	0xb464	;ññ Hangul Tikeut-U-Ssangsios
0x97	0xb465	;ñó Hangul Tikeut-U-Ieung
0x98	0xb466	;ñò Hangul Tikeut-U-Cieuc
0x99	0xb467	;ñô Hangul Tikeut-U-Chieuch
0x9a	0xb468	;ñö Hangul Tikeut-U-Khieukh
0x9b	0xb469	;ñõ Hangul Tikeut-U-Thieuth
0x9c	0xb46a	;ñú Hangul Tikeut-U-Phieuph
0x9d	0xb46b	;ñù Hangul Tikeut-U-Hieuh
0xa1	0xb46c	;ñ° Hangul Tikeut-Weo
0xa2	0xb46d	;ñ¢ Hangul Tikeut-Weo-Kiyeok
0xa3	0xb46e	;ñ£ Hangul Tikeut-Weo-SsangKiyeok
0xa4	0xb46f	;ñ§ Hangul Tikeut-Weo-KiyeokSios
0xa5	0xb470	;ñ• Hangul Tikeut-Weo-Nieun
0xa6	0xb471	;ñ¶ Hangul Tikeut-Weo-NieunCieuc
0xa7	0xb472	;ñß Hangul Tikeut-Weo-NieunHieuh
0xa8	0xb473	;ñ® Hangul Tikeut-Weo-Tikeut
0xa9	0xb474	;ñ© Hangul Tikeut-Weo-Rieul
0xaa	0xb475	;ñ™ Hangul Tikeut-Weo-RieulKiyeok
0xab	0xb476	;ñ´ Hangul Tikeut-Weo-RieulMieum
0xac	0xb477	;ñ¨ Hangul Tikeut-Weo-RieulPieup
0xad	0xb478	;ñ≠ Hangul Tikeut-Weo-RieulSios
0xae	0xb479	;ñÆ Hangul Tikeut-Weo-RieulThieuth
0xaf	0xb47a	;ñØ Hangul Tikeut-Weo-RieulPhieuph
0xb0	0xb47b	;ñ∞ Hangul Tikeut-Weo-RieulHieuh
0xb1	0xb47c	;ñ± Hangul Tikeut-Weo-Mieum
0xb3	0xb47d	;ñ≥ Hangul Tikeut-Weo-Pieup
0xb4	0xb47e	;ñ¥ Hangul Tikeut-Weo-PieupSios
0xb5	0xb47f	;ñµ Hangul Tikeut-Weo-Sios
0xb6	0xb480	;ñ∂ Hangul Tikeut-Weo-Ssangsios
0xb7	0xb481	;ñ∑ Hangul Tikeut-Weo-Ieung
0xb8	0xb482	;ñ∏ Hangul Tikeut-Weo-Cieuc
0xb9	0xb483	;ñπ Hangul Tikeut-Weo-Chieuch
0xba	0xb484	;ñ∫ Hangul Tikeut-Weo-Khieukh
0xbb	0xb485	;ñª Hangul Tikeut-Weo-Thieuth
0xbc	0xb486	;ñº Hangul Tikeut-Weo-Phieuph
0xbd	0xb487	;ñΩ Hangul Tikeut-Weo-Hieuh
0xc1	0xb488	;ñ¡ Hangul Tikeut-We
0xc2	0xb489	;ñ¬ Hangul Tikeut-We-Kiyeok
0xc3	0xb48a	;ñ√ Hangul Tikeut-We-SsangKiyeok
0xc4	0xb48b	;ñƒ Hangul Tikeut-We-KiyeokSios
0xc5	0xb48c	;ñ≈ Hangul Tikeut-We-Nieun
0xc6	0xb48d	;ñ∆ Hangul Tikeut-We-NieunCieuc
0xc7	0xb48e	;ñ« Hangul Tikeut-We-NieunHieuh
0xc8	0xb48f	;ñ» Hangul Tikeut-We-Tikeut
0xc9	0xb490	;ñ… Hangul Tikeut-We-Rieul
0xca	0xb491	;ñ  Hangul Tikeut-We-RieulKiyeok
0xcb	0xb492	;ñÀ Hangul Tikeut-We-RieulMieum
0xcc	0xb493	;ñÃ Hangul Tikeut-We-RieulPieup
0xcd	0xb494	;ñÕ Hangul Tikeut-We-RieulSios
0xce	0xb495	;ñŒ Hangul Tikeut-We-RieulThieuth
0xcf	0xb496	;ñœ Hangul Tikeut-We-RieulPhieuph
0xd0	0xb497	;ñ– Hangul Tikeut-We-RieulHieuh
0xd1	0xb498	;ñ— Hangul Tikeut-We-Mieum
0xd3	0xb499	;ñ” Hangul Tikeut-We-Pieup
0xd4	0xb49a	;ñ‘ Hangul Tikeut-We-PieupSios
0xd5	0xb49b	;ñ’ Hangul Tikeut-We-Sios
0xd6	0xb49c	;ñ÷ Hangul Tikeut-We-Ssangsios
0xd7	0xb49d	;ñ◊ Hangul Tikeut-We-Ieung
0xd8	0xb49e	;ñÿ Hangul Tikeut-We-Cieuc
0xd9	0xb49f	;ñŸ Hangul Tikeut-We-Chieuch
0xda	0xb4a0	;ñ⁄ Hangul Tikeut-We-Khieukh
0xdb	0xb4a1	;ñ€ Hangul Tikeut-We-Thieuth
0xdc	0xb4a2	;ñ‹ Hangul Tikeut-We-Phieuph
0xdd	0xb4a3	;ñ› Hangul Tikeut-We-Hieuh
0xe1	0xb4a4	;ñ· Hangul Tikeut-Wi
0xe2	0xb4a5	;ñ‚ Hangul Tikeut-Wi-Kiyeok
0xe3	0xb4a6	;ñ„ Hangul Tikeut-Wi-SsangKiyeok
0xe4	0xb4a7	;ñ‰ Hangul Tikeut-Wi-KiyeokSios
0xe5	0xb4a8	;ñÂ Hangul Tikeut-Wi-Nieun
0xe6	0xb4a9	;ñÊ Hangul Tikeut-Wi-NieunCieuc
0xe7	0xb4aa	;ñÁ Hangul Tikeut-Wi-NieunHieuh
0xe8	0xb4ab	;ñË Hangul Tikeut-Wi-Tikeut
0xe9	0xb4ac	;ñÈ Hangul Tikeut-Wi-Rieul
0xea	0xb4ad	;ñÍ Hangul Tikeut-Wi-RieulKiyeok
0xeb	0xb4ae	;ñÎ Hangul Tikeut-Wi-RieulMieum
0xec	0xb4af	;ñÏ Hangul Tikeut-Wi-RieulPieup
0xed	0xb4b0	;ñÌ Hangul Tikeut-Wi-RieulSios
0xee	0xb4b1	;ñÓ Hangul Tikeut-Wi-RieulThieuth
0xef	0xb4b2	;ñÔ Hangul Tikeut-Wi-RieulPhieuph
0xf0	0xb4b3	;ñ Hangul Tikeut-Wi-RieulHieuh
0xf1	0xb4b4	;ñÒ Hangul Tikeut-Wi-Mieum
0xf3	0xb4b5	;ñÛ Hangul Tikeut-Wi-Pieup
0xf4	0xb4b6	;ñÙ Hangul Tikeut-Wi-PieupSios
0xf5	0xb4b7	;ñı Hangul Tikeut-Wi-Sios
0xf6	0xb4b8	;ñˆ Hangul Tikeut-Wi-Ssangsios
0xf7	0xb4b9	;ñ˜ Hangul Tikeut-Wi-Ieung
0xf8	0xb4ba	;ñ¯ Hangul Tikeut-Wi-Cieuc
0xf9	0xb4bb	;ñ˘ Hangul Tikeut-Wi-Chieuch
0xfa	0xb4bc	;ñ˙ Hangul Tikeut-Wi-Khieukh
0xfb	0xb4bd	;ñ˚ Hangul Tikeut-Wi-Thieuth
0xfc	0xb4be	;ñ¸ Hangul Tikeut-Wi-Phieuph
0xfd	0xb4bf	;ñ˝ Hangul Tikeut-Wi-Hieuh

DBCSTABLE 112           ;LeadByte = 0x97

0x41	0xb4c0	;óA Hangul Tikeut-Yu
0x42	0xb4c1	;óB Hangul Tikeut-Yu-Kiyeok
0x43	0xb4c2	;óC Hangul Tikeut-Yu-SsangKiyeok
0x44	0xb4c3	;óD Hangul Tikeut-Yu-KiyeokSios
0x45	0xb4c4	;óE Hangul Tikeut-Yu-Nieun
0x46	0xb4c5	;óF Hangul Tikeut-Yu-NieunCieuc
0x47	0xb4c6	;óG Hangul Tikeut-Yu-NieunHieuh
0x48	0xb4c7	;óH Hangul Tikeut-Yu-Tikeut
0x49	0xb4c8	;óI Hangul Tikeut-Yu-Rieul
0x4a	0xb4c9	;óJ Hangul Tikeut-Yu-RieulKiyeok
0x4b	0xb4ca	;óK Hangul Tikeut-Yu-RieulMieum
0x4c	0xb4cb	;óL Hangul Tikeut-Yu-RieulPieup
0x4d	0xb4cc	;óM Hangul Tikeut-Yu-RieulSios
0x4e	0xb4cd	;óN Hangul Tikeut-Yu-RieulThieuth
0x4f	0xb4ce	;óO Hangul Tikeut-Yu-RieulPhieuph
0x50	0xb4cf	;óP Hangul Tikeut-Yu-RieulHieuh
0x51	0xb4d0	;óQ Hangul Tikeut-Yu-Mieum
0x53	0xb4d1	;óS Hangul Tikeut-Yu-Pieup
0x54	0xb4d2	;óT Hangul Tikeut-Yu-PieupSios
0x55	0xb4d3	;óU Hangul Tikeut-Yu-Sios
0x56	0xb4d4	;óV Hangul Tikeut-Yu-Ssangsios
0x57	0xb4d5	;óW Hangul Tikeut-Yu-Ieung
0x58	0xb4d6	;óX Hangul Tikeut-Yu-Cieuc
0x59	0xb4d7	;óY Hangul Tikeut-Yu-Chieuch
0x5a	0xb4d8	;óZ Hangul Tikeut-Yu-Khieukh
0x5b	0xb4d9	;ó[ Hangul Tikeut-Yu-Thieuth
0x5c	0xb4da	;ó\ Hangul Tikeut-Yu-Phieuph
0x5d	0xb4db	;ó] Hangul Tikeut-Yu-Hieuh
0x61	0xb4dc	;óa Hangul Tikeut-Eu
0x62	0xb4dd	;ób Hangul Tikeut-Eu-Kiyeok
0x63	0xb4de	;óc Hangul Tikeut-Eu-SsangKiyeok
0x64	0xb4df	;ód Hangul Tikeut-Eu-KiyeokSios
0x65	0xb4e0	;óe Hangul Tikeut-Eu-Nieun
0x66	0xb4e1	;óf Hangul Tikeut-Eu-NieunCieuc
0x67	0xb4e2	;óg Hangul Tikeut-Eu-NieunHieuh
0x68	0xb4e3	;óh Hangul Tikeut-Eu-Tikeut
0x69	0xb4e4	;ói Hangul Tikeut-Eu-Rieul
0x6a	0xb4e5	;ój Hangul Tikeut-Eu-RieulKiyeok
0x6b	0xb4e6	;ók Hangul Tikeut-Eu-RieulMieum
0x6c	0xb4e7	;ól Hangul Tikeut-Eu-RieulPieup
0x6d	0xb4e8	;óm Hangul Tikeut-Eu-RieulSios
0x6e	0xb4e9	;ón Hangul Tikeut-Eu-RieulThieuth
0x6f	0xb4ea	;óo Hangul Tikeut-Eu-RieulPhieuph
0x70	0xb4eb	;óp Hangul Tikeut-Eu-RieulHieuh
0x71	0xb4ec	;óq Hangul Tikeut-Eu-Mieum
0x73	0xb4ed	;ós Hangul Tikeut-Eu-Pieup
0x74	0xb4ee	;ót Hangul Tikeut-Eu-PieupSios
0x75	0xb4ef	;óu Hangul Tikeut-Eu-Sios
0x76	0xb4f0	;óv Hangul Tikeut-Eu-Ssangsios
0x77	0xb4f1	;ów Hangul Tikeut-Eu-Ieung
0x78	0xb4f2	;óx Hangul Tikeut-Eu-Cieuc
0x79	0xb4f3	;óy Hangul Tikeut-Eu-Chieuch
0x7a	0xb4f4	;óz Hangul Tikeut-Eu-Khieukh
0x7b	0xb4f5	;ó{ Hangul Tikeut-Eu-Thieuth
0x7c	0xb4f6	;ó| Hangul Tikeut-Eu-Phieuph
0x7d	0xb4f7	;ó} Hangul Tikeut-Eu-Hieuh
0x81	0xb4f8	;óÅ Hangul Tikeut-Yi
0x82	0xb4f9	;óÇ Hangul Tikeut-Yi-Kiyeok
0x83	0xb4fa	;óÉ Hangul Tikeut-Yi-SsangKiyeok
0x84	0xb4fb	;óÑ Hangul Tikeut-Yi-KiyeokSios
0x85	0xb4fc	;óÖ Hangul Tikeut-Yi-Nieun
0x86	0xb4fd	;óÜ Hangul Tikeut-Yi-NieunCieuc
0x87	0xb4fe	;óá Hangul Tikeut-Yi-NieunHieuh
0x88	0xb4ff	;óà Hangul Tikeut-Yi-Tikeut
0x89	0xb500	;óâ Hangul Tikeut-Yi-Rieul
0x8a	0xb501	;óä Hangul Tikeut-Yi-RieulKiyeok
0x8b	0xb502	;óã Hangul Tikeut-Yi-RieulMieum
0x8c	0xb503	;óå Hangul Tikeut-Yi-RieulPieup
0x8d	0xb504	;óç Hangul Tikeut-Yi-RieulSios
0x8e	0xb505	;óé Hangul Tikeut-Yi-RieulThieuth
0x8f	0xb506	;óè Hangul Tikeut-Yi-RieulPhieuph
0x90	0xb507	;óê Hangul Tikeut-Yi-RieulHieuh
0x91	0xb508	;óë Hangul Tikeut-Yi-Mieum
0x93	0xb509	;óì Hangul Tikeut-Yi-Pieup
0x94	0xb50a	;óî Hangul Tikeut-Yi-PieupSios
0x95	0xb50b	;óï Hangul Tikeut-Yi-Sios
0x96	0xb50c	;óñ Hangul Tikeut-Yi-Ssangsios
0x97	0xb50d	;óó Hangul Tikeut-Yi-Ieung
0x98	0xb50e	;óò Hangul Tikeut-Yi-Cieuc
0x99	0xb50f	;óô Hangul Tikeut-Yi-Chieuch
0x9a	0xb510	;óö Hangul Tikeut-Yi-Khieukh
0x9b	0xb511	;óõ Hangul Tikeut-Yi-Thieuth
0x9c	0xb512	;óú Hangul Tikeut-Yi-Phieuph
0x9d	0xb513	;óù Hangul Tikeut-Yi-Hieuh
0xa1	0xb514	;ó° Hangul Tikeut-I
0xa2	0xb515	;ó¢ Hangul Tikeut-I-Kiyeok
0xa3	0xb516	;ó£ Hangul Tikeut-I-SsangKiyeok
0xa4	0xb517	;ó§ Hangul Tikeut-I-KiyeokSios
0xa5	0xb518	;ó• Hangul Tikeut-I-Nieun
0xa6	0xb519	;ó¶ Hangul Tikeut-I-NieunCieuc
0xa7	0xb51a	;óß Hangul Tikeut-I-NieunHieuh
0xa8	0xb51b	;ó® Hangul Tikeut-I-Tikeut
0xa9	0xb51c	;ó© Hangul Tikeut-I-Rieul
0xaa	0xb51d	;ó™ Hangul Tikeut-I-RieulKiyeok
0xab	0xb51e	;ó´ Hangul Tikeut-I-RieulMieum
0xac	0xb51f	;ó¨ Hangul Tikeut-I-RieulPieup
0xad	0xb520	;ó≠ Hangul Tikeut-I-RieulSios
0xae	0xb521	;óÆ Hangul Tikeut-I-RieulThieuth
0xaf	0xb522	;óØ Hangul Tikeut-I-RieulPhieuph
0xb0	0xb523	;ó∞ Hangul Tikeut-I-RieulHieuh
0xb1	0xb524	;ó± Hangul Tikeut-I-Mieum
0xb3	0xb525	;ó≥ Hangul Tikeut-I-Pieup
0xb4	0xb526	;ó¥ Hangul Tikeut-I-PieupSios
0xb5	0xb527	;óµ Hangul Tikeut-I-Sios
0xb6	0xb528	;ó∂ Hangul Tikeut-I-Ssangsios
0xb7	0xb529	;ó∑ Hangul Tikeut-I-Ieung
0xb8	0xb52a	;ó∏ Hangul Tikeut-I-Cieuc
0xb9	0xb52b	;óπ Hangul Tikeut-I-Chieuch
0xba	0xb52c	;ó∫ Hangul Tikeut-I-Khieukh
0xbb	0xb52d	;óª Hangul Tikeut-I-Thieuth
0xbc	0xb52e	;óº Hangul Tikeut-I-Phieuph
0xbd	0xb52f	;óΩ Hangul Tikeut-I-Hieuh

DBCSTABLE 141           ;LeadByte = 0x98

0x41	0x1104	;òA Choseong
0x61	0xb530	;òa Hangul SsangTikeut-A
0x62	0xb531	;òb Hangul SsangTikeut-A-Kiyeok
0x63	0xb532	;òc Hangul SsangTikeut-A-SsangKiyeok
0x64	0xb533	;òd Hangul SsangTikeut-A-KiyeokSios
0x65	0xb534	;òe Hangul SsangTikeut-A-Nieun
0x66	0xb535	;òf Hangul SsangTikeut-A-NieunCieuc
0x67	0xb536	;òg Hangul SsangTikeut-A-NieunHieuh
0x68	0xb537	;òh Hangul SsangTikeut-A-Tikeut
0x69	0xb538	;òi Hangul SsangTikeut-A-Rieul
0x6a	0xb539	;òj Hangul SsangTikeut-A-RieulKiyeok
0x6b	0xb53a	;òk Hangul SsangTikeut-A-RieulMieum
0x6c	0xb53b	;òl Hangul SsangTikeut-A-RieulPieup
0x6d	0xb53c	;òm Hangul SsangTikeut-A-RieulSios
0x6e	0xb53d	;òn Hangul SsangTikeut-A-RieulThieuth
0x6f	0xb53e	;òo Hangul SsangTikeut-A-RieulPhieuph
0x70	0xb53f	;òp Hangul SsangTikeut-A-RieulHieuh
0x71	0xb540	;òq Hangul SsangTikeut-A-Mieum
0x73	0xb541	;òs Hangul SsangTikeut-A-Pieup
0x74	0xb542	;òt Hangul SsangTikeut-A-PieupSios
0x75	0xb543	;òu Hangul SsangTikeut-A-Sios
0x76	0xb544	;òv Hangul SsangTikeut-A-Ssangsios
0x77	0xb545	;òw Hangul SsangTikeut-A-Ieung
0x78	0xb546	;òx Hangul SsangTikeut-A-Cieuc
0x79	0xb547	;òy Hangul SsangTikeut-A-Chieuch
0x7a	0xb548	;òz Hangul SsangTikeut-A-Khieukh
0x7b	0xb549	;ò{ Hangul SsangTikeut-A-Thieuth
0x7c	0xb54a	;ò| Hangul SsangTikeut-A-Phieuph
0x7d	0xb54b	;ò} Hangul SsangTikeut-A-Hieuh
0x81	0xb54c	;òÅ Hangul SsangTikeut-Ae
0x82	0xb54d	;òÇ Hangul SsangTikeut-Ae-Kiyeok
0x83	0xb54e	;òÉ Hangul SsangTikeut-Ae-SsangKiyeok
0x84	0xb54f	;òÑ Hangul SsangTikeut-Ae-KiyeokSios
0x85	0xb550	;òÖ Hangul SsangTikeut-Ae-Nieun
0x86	0xb551	;òÜ Hangul SsangTikeut-Ae-NieunCieuc
0x87	0xb552	;òá Hangul SsangTikeut-Ae-NieunHieuh
0x88	0xb553	;òà Hangul SsangTikeut-Ae-Tikeut
0x89	0xb554	;òâ Hangul SsangTikeut-Ae-Rieul
0x8a	0xb555	;òä Hangul SsangTikeut-Ae-RieulKiyeok
0x8b	0xb556	;òã Hangul SsangTikeut-Ae-RieulMieum
0x8c	0xb557	;òå Hangul SsangTikeut-Ae-RieulPieup
0x8d	0xb558	;òç Hangul SsangTikeut-Ae-RieulSios
0x8e	0xb559	;òé Hangul SsangTikeut-Ae-RieulThieuth
0x8f	0xb55a	;òè Hangul SsangTikeut-Ae-RieulPhieuph
0x90	0xb55b	;òê Hangul SsangTikeut-Ae-RieulHieuh
0x91	0xb55c	;òë Hangul SsangTikeut-Ae-Mieum
0x93	0xb55d	;òì Hangul SsangTikeut-Ae-Pieup
0x94	0xb55e	;òî Hangul SsangTikeut-Ae-PieupSios
0x95	0xb55f	;òï Hangul SsangTikeut-Ae-Sios
0x96	0xb560	;òñ Hangul SsangTikeut-Ae-Ssangsios
0x97	0xb561	;òó Hangul SsangTikeut-Ae-Ieung
0x98	0xb562	;òò Hangul SsangTikeut-Ae-Cieuc
0x99	0xb563	;òô Hangul SsangTikeut-Ae-Chieuch
0x9a	0xb564	;òö Hangul SsangTikeut-Ae-Khieukh
0x9b	0xb565	;òõ Hangul SsangTikeut-Ae-Thieuth
0x9c	0xb566	;òú Hangul SsangTikeut-Ae-Phieuph
0x9d	0xb567	;òù Hangul SsangTikeut-Ae-Hieuh
0xa1	0xb568	;ò° Hangul SsangTikeut-Ya
0xa2	0xb569	;ò¢ Hangul SsangTikeut-Ya-Kiyeok
0xa3	0xb56a	;ò£ Hangul SsangTikeut-Ya-SsangKiyeok
0xa4	0xb56b	;ò§ Hangul SsangTikeut-Ya-KiyeokSios
0xa5	0xb56c	;ò• Hangul SsangTikeut-Ya-Nieun
0xa6	0xb56d	;ò¶ Hangul SsangTikeut-Ya-NieunCieuc
0xa7	0xb56e	;òß Hangul SsangTikeut-Ya-NieunHieuh
0xa8	0xb56f	;ò® Hangul SsangTikeut-Ya-Tikeut
0xa9	0xb570	;ò© Hangul SsangTikeut-Ya-Rieul
0xaa	0xb571	;ò™ Hangul SsangTikeut-Ya-RieulKiyeok
0xab	0xb572	;ò´ Hangul SsangTikeut-Ya-RieulMieum
0xac	0xb573	;ò¨ Hangul SsangTikeut-Ya-RieulPieup
0xad	0xb574	;ò≠ Hangul SsangTikeut-Ya-RieulSios
0xae	0xb575	;òÆ Hangul SsangTikeut-Ya-RieulThieuth
0xaf	0xb576	;òØ Hangul SsangTikeut-Ya-RieulPhieuph
